id_obligor,rating,pd,default
OB02105,A2,0.01,0
OB03044,A2,0.01,0
OB12325,B2,0.06,0
OB10124,B1,0.035,0
OB00303,A1,0.005,0
OB15662,C2,0.25,0
OB06132,A3,0.02,0
OB00465,A1,0.005,0
OB07021,A3,0.02,0
OB00569,A1,0.005,0
OB12670,B2,0.06,0
OB10011,B1,0.035,0
OB01527,A1,0.005,0
OB02989,A2,0.01,0
OB01965,A2,0.01,0
OB02280,A2,0.01,0
OB06468,A3,0.02,0
OB07686,B1,0.035,0
OB13380,B3,0.1,0
OB02102,A2,0.01,0
OB01144,A1,0.005,0
OB09228,B1,0.035,0
OB14071,B3,0.1,0
OB14076,B3,0.1,0
OB04122,A2,0.01,0
OB01824,A2,0.01,0
OB08495,B1,0.035,0
OB16106,C3,0.38,0
OB15348,C1,0.16,1
OB10008,B1,0.035,0
OB07890,B1,0.035,0
OB12392,B2,0.06,0
OB02448,A2,0.01,0
OB10155,B1,0.035,0
OB05862,A3,0.02,0
OB00774,A1,0.005,0
OB16057,C3,0.38,0
OB01088,A1,0.005,0
OB05640,A3,0.02,0
OB12195,B2,0.06,0
OB05154,A3,0.02,0
OB16113,C3,0.38,0
OB05251,A3,0.02,0
OB06167,A3,0.02,0
OB09659,B1,0.035,0
OB13928,B3,0.1,0
OB05917,A3,0.02,0
OB03541,A2,0.01,0
OB09722,B1,0.035,0
OB04887,A3,0.02,0
OB10539,B2,0.06,0
OB08332,B1,0.035,0
OB10079,B1,0.035,0
OB07665,B1,0.035,0
OB00339,A1,0.005,0
OB04357,A3,0.02,0
OB13605,B3,0.1,1
OB14813,C1,0.16,0
OB02617,A2,0.01,0
OB00254,A1,0.005,0
OB15584,C2,0.25,0
OB03893,A2,0.01,0
OB10718,B2,0.06,0
OB12437,B2,0.06,0
OB12306,B2,0.06,0
OB12488,B2,0.06,0
OB12906,B2,0.06,0
OB04008,A2,0.01,0
OB06715,A3,0.02,0
OB05802,A3,0.02,0
OB11351,B2,0.06,0
OB08902,B1,0.035,0
OB09758,B1,0.035,0
OB00765,A1,0.005,0
OB15586,C2,0.25,1
OB12409,B2,0.06,1
OB00734,A1,0.005,0
OB09146,B1,0.035,0
OB06766,A3,0.02,0
OB02475,A2,0.01,0
OB08465,B1,0.035,0
OB15215,C1,0.16,0
OB08654,B1,0.035,0
OB03513,A2,0.01,0
OB02882,A2,0.01,0
OB08779,B1,0.035,0
OB12542,B2,0.06,0
OB05465,A3,0.02,0
OB04806,A3,0.02,0
OB01986,A2,0.01,0
OB15019,C1,0.16,1
OB13516,B3,0.1,0
OB01284,A1,0.005,0
OB11042,B2,0.06,0
OB01194,A1,0.005,0
OB03854,A2,0.01,0
OB06958,A3,0.02,0
OB07974,B1,0.035,0
OB15839,C2,0.25,1
OB02209,A2,0.01,0
OB06091,A3,0.02,0
OB09558,B1,0.035,0
OB08683,B1,0.035,0
OB07057,A3,0.02,0
OB03575,A2,0.01,0
OB06089,A3,0.02,0
OB15008,C1,0.16,1
OB04448,A3,0.02,0
OB02235,A2,0.01,0
OB03076,A2,0.01,0
OB09411,B1,0.035,0
OB12059,B2,0.06,0
OB13970,B3,0.1,1
OB13760,B3,0.1,0
OB08592,B1,0.035,0
OB09068,B1,0.035,0
OB01190,A1,0.005,0
OB01101,A1,0.005,0
OB00342,A1,0.005,0
OB13465,B3,0.1,0
OB02025,A2,0.01,0
OB03061,A2,0.01,0
OB03806,A2,0.01,0
OB15262,C1,0.16,0
OB03114,A2,0.01,0
OB08614,B1,0.035,0
OB14751,C1,0.16,1
OB05498,A3,0.02,0
OB12142,B2,0.06,0
OB15501,C2,0.25,0
OB06886,A3,0.02,0
OB07308,B1,0.035,0
OB09294,B1,0.035,0
OB04362,A3,0.02,0
OB10708,B2,0.06,0
OB15633,C2,0.25,0
OB02536,A2,0.01,0
OB11910,B2,0.06,0
OB10496,B2,0.06,0
OB15516,C2,0.25,1
OB00830,A1,0.005,0
OB03974,A2,0.01,0
OB02973,A2,0.01,0
OB04769,A3,0.02,0
OB16007,C3,0.38,0
OB12258,B2,0.06,0
OB07998,B1,0.035,0
OB03755,A2,0.01,0
OB01131,A1,0.005,0
OB07578,B1,0.035,0
OB10266,B1,0.035,0
OB03647,A2,0.01,0
OB13436,B3,0.1,0
OB01452,A1,0.005,0
OB11056,B2,0.06,0
OB01106,A1,0.005,0
OB05069,A3,0.02,0
OB09963,B1,0.035,0
OB08591,B1,0.035,1
OB00839,A1,0.005,0
OB08990,B1,0.035,0
OB15300,C1,0.16,1
OB14580,C1,0.16,0
OB15836,C2,0.25,0
OB11413,B2,0.06,0
OB05063,A3,0.02,0
OB04173,A2,0.01,0
OB07590,B1,0.035,1
OB11602,B2,0.06,1
OB05555,A3,0.02,0
OB09527,B1,0.035,0
OB08258,B1,0.035,0
OB01748,A1,0.005,0
OB04215,A3,0.02,0
OB15060,C1,0.16,1
OB09351,B1,0.035,0
OB04123,A2,0.01,0
OB03052,A2,0.01,0
OB08718,B1,0.035,0
OB12987,B2,0.06,0
OB03194,A2,0.01,0
OB13984,B3,0.1,0
OB09867,B1,0.035,0
OB12181,B2,0.06,0
OB11422,B2,0.06,0
OB14048,B3,0.1,0
OB13822,B3,0.1,0
OB06553,A3,0.02,0
OB05318,A3,0.02,0
OB09935,B1,0.035,0
OB08525,B1,0.035,0
OB11445,B2,0.06,0
OB06668,A3,0.02,0
OB11976,B2,0.06,0
OB03102,A2,0.01,0
OB00599,A1,0.005,0
OB09834,B1,0.035,0
OB11772,B2,0.06,0
OB04015,A2,0.01,0
OB03155,A2,0.01,0
OB14987,C1,0.16,0
OB05556,A3,0.02,0
OB16017,C3,0.38,0
OB01416,A1,0.005,0
OB04573,A3,0.02,0
OB00229,A1,0.005,0
OB07173,A3,0.02,0
OB04723,A3,0.02,0
OB00499,A1,0.005,0
OB04104,A2,0.01,0
OB06074,A3,0.02,0
OB00903,A1,0.005,0
OB06110,A3,0.02,0
OB07476,B1,0.035,0
OB13986,B3,0.1,1
OB15280,C1,0.16,0
OB06385,A3,0.02,0
OB11905,B2,0.06,0
OB02366,A2,0.01,0
OB12581,B2,0.06,0
OB05021,A3,0.02,0
OB01238,A1,0.005,0
OB00893,A1,0.005,0
OB11479,B2,0.06,0
OB09412,B1,0.035,0
OB09142,B1,0.035,0
OB15996,C3,0.38,0
OB00079,A1,0.005,0
OB10769,B2,0.06,0
OB10875,B2,0.06,0
OB14430,B3,0.1,1
OB04348,A3,0.02,0
OB12054,B2,0.06,0
OB08151,B1,0.035,0
OB04218,A3,0.02,0
OB15573,C2,0.25,0
OB10209,B1,0.035,0
OB13473,B3,0.1,1
OB12625,B2,0.06,0
OB15307,C1,0.16,0
OB16170,C3,0.38,1
OB09105,B1,0.035,0
OB14682,C1,0.16,0
OB06512,A3,0.02,0
OB09682,B1,0.035,0
OB01282,A1,0.005,0
OB11819,B2,0.06,0
OB06779,A3,0.02,0
OB02308,A2,0.01,0
OB02119,A2,0.01,0
OB05008,A3,0.02,0
OB04932,A3,0.02,0
OB15682,C2,0.25,0
OB06255,A3,0.02,0
OB03585,A2,0.01,0
OB11834,B2,0.06,0
OB06767,A3,0.02,0
OB09434,B1,0.035,0
OB08086,B1,0.035,0
OB11170,B2,0.06,0
OB00159,A1,0.005,0
OB01709,A1,0.005,0
OB08071,B1,0.035,0
OB10618,B2,0.06,0
OB05033,A3,0.02,0
OB05209,A3,0.02,0
OB15032,C1,0.16,0
OB06757,A3,0.02,0
OB09443,B1,0.035,0
OB05644,A3,0.02,0
OB09301,B1,0.035,0
OB10284,B1,0.035,0
OB14273,B3,0.1,0
OB05051,A3,0.02,0
OB03156,A2,0.01,0
OB08476,B1,0.035,0
OB13728,B3,0.1,0
OB06850,A3,0.02,0
OB11438,B2,0.06,0
OB01979,A2,0.01,0
OB14839,C1,0.16,0
OB01793,A1,0.005,0
OB07939,B1,0.035,0
OB14187,B3,0.1,0
OB00755,A1,0.005,0
OB02095,A2,0.01,0
OB03780,A2,0.01,0
OB11956,B2,0.06,0
OB15893,C2,0.25,0
OB10198,B1,0.035,0
OB09786,B1,0.035,0
OB02476,A2,0.01,0
OB02481,A2,0.01,0
OB13126,B3,0.1,0
OB10322,B1,0.035,0
OB13680,B3,0.1,0
OB02645,A2,0.01,0
OB05669,A3,0.02,0
OB13909,B3,0.1,0
OB13046,B3,0.1,1
OB01671,A1,0.005,0
OB09918,B1,0.035,0
OB13809,B3,0.1,0
OB06148,A3,0.02,0
OB13618,B3,0.1,1
OB00968,A1,0.005,0
OB14463,B3,0.1,0
OB15948,C3,0.38,0
OB10239,B1,0.035,0
OB16169,C3,0.38,0
OB08243,B1,0.035,0
OB05771,A3,0.02,0
OB07973,B1,0.035,0
OB12489,B2,0.06,0
OB02553,A2,0.01,0
OB04655,A3,0.02,0
OB14018,B3,0.1,0
OB02023,A2,0.01,0
OB01209,A1,0.005,0
OB01152,A1,0.005,0
OB00010,A1,0.005,0
OB13699,B3,0.1,0
OB01708,A1,0.005,0
OB15176,C1,0.16,0
OB13339,B3,0.1,0
OB04128,A2,0.01,0
OB16069,C3,0.38,0
OB05963,A3,0.02,0
OB06093,A3,0.02,0
OB10089,B1,0.035,0
OB13018,B3,0.1,0
OB03445,A2,0.01,0
OB11472,B2,0.06,0
OB14645,C1,0.16,0
OB16090,C3,0.38,0
OB06220,A3,0.02,0
OB05908,A3,0.02,0
OB01673,A1,0.005,0
OB14883,C1,0.16,0
OB16028,C3,0.38,0
OB07717,B1,0.035,0
OB03636,A2,0.01,0
OB00428,A1,0.005,0
OB07523,B1,0.035,0
OB12961,B2,0.06,0
OB02537,A2,0.01,0
OB15361,C1,0.16,0
OB08739,B1,0.035,0
OB14204,B3,0.1,0
OB04359,A3,0.02,0
OB04351,A3,0.02,0
OB02534,A2,0.01,0
OB06658,A3,0.02,0
OB03961,A2,0.01,0
OB00172,A1,0.005,0
OB05273,A3,0.02,0
OB01540,A1,0.005,0
OB12822,B2,0.06,0
OB09675,B1,0.035,0
OB10099,B1,0.035,0
OB13230,B3,0.1,1
OB13437,B3,0.1,0
OB13421,B3,0.1,0
OB01901,A2,0.01,0
OB08886,B1,0.035,0
OB15117,C1,0.16,0
OB04903,A3,0.02,0
OB12636,B2,0.06,0
OB06212,A3,0.02,0
OB15703,C2,0.25,0
OB10289,B1,0.035,0
OB12419,B2,0.06,0
OB13450,B3,0.1,0
OB07972,B1,0.035,0
OB04878,A3,0.02,0
OB15820,C2,0.25,1
OB12938,B2,0.06,0
OB00542,A1,0.005,0
OB13378,B3,0.1,0
OB16064,C3,0.38,1
OB06659,A3,0.02,0
OB02679,A2,0.01,0
OB12084,B2,0.06,0
OB15973,C3,0.38,0
OB02729,A2,0.01,0
OB09075,B1,0.035,0
OB14218,B3,0.1,0
OB03289,A2,0.01,0
OB09343,B1,0.035,0
OB15154,C1,0.16,0
OB09364,B1,0.035,0
OB07052,A3,0.02,0
OB01447,A1,0.005,0
OB11449,B2,0.06,0
OB06733,A3,0.02,0
OB02839,A2,0.01,0
OB07519,B1,0.035,1
OB07289,B1,0.035,0
OB09522,B1,0.035,0
OB11950,B2,0.06,0
OB09062,B1,0.035,0
OB15922,C3,0.38,1
OB00076,A1,0.005,0
OB06780,A3,0.02,0
OB00827,A1,0.005,0
OB14140,B3,0.1,0
OB09724,B1,0.035,0
OB12866,B2,0.06,0
OB10943,B2,0.06,0
OB06762,A3,0.02,0
OB03784,A2,0.01,0
OB11342,B2,0.06,0
OB02388,A2,0.01,0
OB02463,A2,0.01,0
OB15591,C2,0.25,0
OB12868,B2,0.06,0
OB13534,B3,0.1,0
OB00946,A1,0.005,0
OB12872,B2,0.06,0
OB05853,A3,0.02,0
OB07113,A3,0.02,0
OB10918,B2,0.06,0
OB15291,C1,0.16,0
OB15161,C1,0.16,1
OB02873,A2,0.01,0
OB01116,A1,0.005,0
OB04219,A3,0.02,0
OB05689,A3,0.02,0
OB07426,B1,0.035,0
OB00226,A1,0.005,0
OB08459,B1,0.035,0
OB06900,A3,0.02,0
OB10049,B1,0.035,0
OB13456,B3,0.1,0
OB16084,C3,0.38,0
OB06774,A3,0.02,0
OB07174,A3,0.02,0
OB09038,B1,0.035,0
OB00573,A1,0.005,0
OB14377,B3,0.1,0
OB12863,B2,0.06,0
OB03180,A2,0.01,0
OB03233,A2,0.01,0
OB03673,A2,0.01,0
OB00155,A1,0.005,0
OB08669,B1,0.035,0
OB03711,A2,0.01,0
OB04088,A2,0.01,0
OB06226,A3,0.02,0
OB03088,A2,0.01,0
OB03952,A2,0.01,0
OB05787,A3,0.02,0
OB04375,A3,0.02,0
OB13342,B3,0.1,0
OB15859,C2,0.25,1
OB16154,C3,0.38,1
OB09280,B1,0.035,0
OB04682,A3,0.02,0
OB04479,A3,0.02,0
OB09292,B1,0.035,0
OB13730,B3,0.1,0
OB11430,B2,0.06,0
OB00648,A1,0.005,0
OB16096,C3,0.38,1
OB12483,B2,0.06,0
OB09111,B1,0.035,0
OB00208,A1,0.005,0
OB10714,B2,0.06,0
OB14741,C1,0.16,0
OB15122,C1,0.16,1
OB15712,C2,0.25,0
OB03740,A2,0.01,0
OB07536,B1,0.035,0
OB12707,B2,0.06,0
OB04394,A3,0.02,0
OB05587,A3,0.02,0
OB04624,A3,0.02,0
OB07829,B1,0.035,0
OB13228,B3,0.1,0
OB12764,B2,0.06,0
OB12814,B2,0.06,0
OB12159,B2,0.06,0
OB12719,B2,0.06,0
OB14154,B3,0.1,0
OB11428,B2,0.06,0
OB06471,A3,0.02,0
OB06228,A3,0.02,0
OB06654,A3,0.02,0
OB03417,A2,0.01,0
OB01837,A2,0.01,0
OB07470,B1,0.035,0
OB02454,A2,0.01,0
OB03030,A2,0.01,0
OB00168,A1,0.005,0
OB06105,A3,0.02,0
OB09665,B1,0.035,0
OB00048,A1,0.005,0
OB06298,A3,0.02,0
OB14650,C1,0.16,0
OB15180,C1,0.16,1
OB09700,B1,0.035,0
OB13786,B3,0.1,0
OB02613,A2,0.01,0
OB12465,B2,0.06,0
OB09811,B1,0.035,0
OB05366,A3,0.02,0
OB02222,A2,0.01,0
OB09179,B1,0.035,0
OB15783,C2,0.25,0
OB01435,A1,0.005,0
OB06629,A3,0.02,0
OB14939,C1,0.16,0
OB02287,A2,0.01,0
OB10307,B1,0.035,1
OB05201,A3,0.02,0
OB01783,A1,0.005,0
OB04899,A3,0.02,0
OB02051,A2,0.01,0
OB03959,A2,0.01,0
OB01351,A1,0.005,0
OB07738,B1,0.035,0
OB15218,C1,0.16,0
OB11277,B2,0.06,1
OB03922,A2,0.01,0
OB13403,B3,0.1,0
OB01738,A1,0.005,0
OB14986,C1,0.16,0
OB12080,B2,0.06,1
OB06945,A3,0.02,0
OB05613,A3,0.02,0
OB09662,B1,0.035,0
OB14725,C1,0.16,0
OB12288,B2,0.06,0
OB01469,A1,0.005,0
OB13294,B3,0.1,0
OB13225,B3,0.1,0
OB08757,B1,0.035,0
OB13412,B3,0.1,0
OB14708,C1,0.16,0
OB11971,B2,0.06,0
OB00856,A1,0.005,0
OB08502,B1,0.035,0
OB01781,A1,0.005,0
OB04379,A3,0.02,0
OB13278,B3,0.1,0
OB03307,A2,0.01,0
OB08740,B1,0.035,0
OB13611,B3,0.1,0
OB14898,C1,0.16,0
OB15342,C1,0.16,1
OB10774,B2,0.06,0
OB03977,A2,0.01,0
OB00721,A1,0.005,0
OB02932,A2,0.01,0
OB00541,A1,0.005,0
OB08658,B1,0.035,0
OB10425,B2,0.06,0
OB15357,C1,0.16,0
OB13701,B3,0.1,1
OB09240,B1,0.035,1
OB12774,B2,0.06,0
OB10508,B2,0.06,0
OB07017,A3,0.02,0
OB08015,B1,0.035,0
OB08253,B1,0.035,0
OB05696,A3,0.02,0
OB04850,A3,0.02,0
OB03537,A2,0.01,0
OB08089,B1,0.035,0
OB06623,A3,0.02,0
OB00328,A1,0.005,0
OB11757,B2,0.06,0
OB06540,A3,0.02,0
OB11408,B2,0.06,0
OB08808,B1,0.035,1
OB08728,B1,0.035,0
OB15920,C3,0.38,0
OB12945,B2,0.06,0
OB12701,B2,0.06,0
OB00909,A1,0.005,0
OB00582,A1,0.005,0
OB12589,B2,0.06,1
OB09456,B1,0.035,0
OB00173,A1,0.005,0
OB14016,B3,0.1,0
OB11015,B2,0.06,0
OB07837,B1,0.035,0
OB03458,A2,0.01,0
OB11063,B2,0.06,0
OB09117,B1,0.035,0
OB05380,A3,0.02,0
OB15337,C1,0.16,0
OB05270,A3,0.02,0
OB03496,A2,0.01,0
OB05738,A3,0.02,0
OB13176,B3,0.1,0
OB14121,B3,0.1,0
OB15932,C3,0.38,1
OB12753,B2,0.06,0
OB01431,A1,0.005,0
OB09953,B1,0.035,0
OB05446,A3,0.02,0
OB01001,A1,0.005,0
OB01644,A1,0.005,0
OB04175,A2,0.01,0
OB08797,B1,0.035,0
OB01240,A1,0.005,0
OB13716,B3,0.1,0
OB08608,B1,0.035,0
OB00050,A1,0.005,0
OB11214,B2,0.06,0
OB02811,A2,0.01,0
OB01165,A1,0.005,0
OB01780,A1,0.005,0
OB00739,A1,0.005,0
OB09005,B1,0.035,0
OB08063,B1,0.035,0
OB14328,B3,0.1,0
OB08788,B1,0.035,0
OB01812,A2,0.01,0
OB00813,A1,0.005,0
OB15797,C2,0.25,0
OB03119,A2,0.01,0
OB05264,A3,0.02,0
OB12657,B2,0.06,0
OB15989,C3,0.38,1
OB13365,B3,0.1,0
OB13135,B3,0.1,0
OB11368,B2,0.06,0
OB05162,A3,0.02,0
OB06607,A3,0.02,0
OB15851,C2,0.25,0
OB05012,A3,0.02,0
OB13536,B3,0.1,0
OB02014,A2,0.01,0
OB13322,B3,0.1,0
OB13787,B3,0.1,0
OB08967,B1,0.035,0
OB11576,B2,0.06,0
OB04402,A3,0.02,0
OB11745,B2,0.06,0
OB13286,B3,0.1,1
OB00440,A1,0.005,0
OB08906,B1,0.035,0
OB04551,A3,0.02,0
OB08416,B1,0.035,0
OB07254,B1,0.035,0
OB03550,A2,0.01,0
OB13707,B3,0.1,0
OB01083,A1,0.005,0
OB02728,A2,0.01,0
OB05785,A3,0.02,0
OB06390,A3,0.02,0
OB08927,B1,0.035,0
OB06311,A3,0.02,0
OB09679,B1,0.035,0
OB03257,A2,0.01,0
OB15094,C1,0.16,1
OB12037,B2,0.06,0
OB11383,B2,0.06,0
OB08369,B1,0.035,0
OB03379,A2,0.01,0
OB16030,C3,0.38,0
OB14582,C1,0.16,0
OB10306,B1,0.035,0
OB03256,A2,0.01,0
OB15233,C1,0.16,0
OB05707,A3,0.02,0
OB09836,B1,0.035,0
OB07619,B1,0.035,0
OB05316,A3,0.02,0
OB05701,A3,0.02,0
OB08550,B1,0.035,0
OB04476,A3,0.02,0
OB08723,B1,0.035,0
OB04732,A3,0.02,0
OB09648,B1,0.035,0
OB14756,C1,0.16,0
OB01094,A1,0.005,0
OB11753,B2,0.06,0
OB11378,B2,0.06,0
OB12495,B2,0.06,0
OB14226,B3,0.1,0
OB07522,B1,0.035,0
OB07403,B1,0.035,0
OB15775,C2,0.25,0
OB05082,A3,0.02,0
OB14258,B3,0.1,1
OB08189,B1,0.035,0
OB06622,A3,0.02,0
OB16042,C3,0.38,0
OB06905,A3,0.02,0
OB10240,B1,0.035,0
OB02338,A2,0.01,0
OB04082,A2,0.01,0
OB05499,A3,0.02,0
OB15631,C2,0.25,1
OB13903,B3,0.1,0
OB15492,C2,0.25,0
OB03504,A2,0.01,0
OB11407,B2,0.06,0
OB05385,A3,0.02,0
OB13025,B3,0.1,1
OB05070,A3,0.02,0
OB15261,C1,0.16,0
OB07515,B1,0.035,0
OB03132,A2,0.01,0
OB12763,B2,0.06,0
OB14623,C1,0.16,0
OB04712,A3,0.02,0
OB15679,C2,0.25,0
OB13792,B3,0.1,1
OB10051,B1,0.035,1
OB06661,A3,0.02,0
OB14954,C1,0.16,0
OB06365,A3,0.02,0
OB15988,C3,0.38,0
OB05392,A3,0.02,0
OB02425,A2,0.01,0
OB03621,A2,0.01,0
OB12397,B2,0.06,1
OB15966,C3,0.38,0
OB09559,B1,0.035,0
OB08607,B1,0.035,1
OB12327,B2,0.06,0
OB03587,A2,0.01,0
OB10523,B2,0.06,0
OB11775,B2,0.06,0
OB06868,A3,0.02,0
OB10433,B2,0.06,0
OB10890,B2,0.06,0
OB14298,B3,0.1,0
OB08377,B1,0.035,0
OB06616,A3,0.02,0
OB12151,B2,0.06,0
OB03558,A2,0.01,0
OB10252,B1,0.035,0
OB04828,A3,0.02,0
OB11680,B2,0.06,0
OB08701,B1,0.035,0
OB08349,B1,0.035,0
OB08020,B1,0.035,0
OB07030,A3,0.02,0
OB09590,B1,0.035,0
OB10641,B2,0.06,0
OB01782,A1,0.005,0
OB12539,B2,0.06,0
OB11809,B2,0.06,0
OB11187,B2,0.06,0
OB13997,B3,0.1,0
OB06704,A3,0.02,0
OB12836,B2,0.06,0
OB15111,C1,0.16,0
OB04640,A3,0.02,0
OB09888,B1,0.035,0
OB04320,A3,0.02,0
OB03686,A2,0.01,0
OB01610,A1,0.005,0
OB01403,A1,0.005,0
OB02819,A2,0.01,0
OB01873,A2,0.01,0
OB08634,B1,0.035,0
OB06233,A3,0.02,0
OB00181,A1,0.005,0
OB12205,B2,0.06,0
OB13368,B3,0.1,0
OB02174,A2,0.01,0
OB07979,B1,0.035,0
OB02779,A2,0.01,0
OB14890,C1,0.16,1
OB03885,A2,0.01,0
OB08280,B1,0.035,0
OB05419,A3,0.02,0
OB07280,B1,0.035,0
OB06179,A3,0.02,1
OB08001,B1,0.035,0
OB14049,B3,0.1,0
OB12070,B2,0.06,0
OB08732,B1,0.035,0
OB07696,B1,0.035,0
OB03447,A2,0.01,0
OB03570,A2,0.01,0
OB05072,A3,0.02,0
OB04063,A2,0.01,0
OB13232,B3,0.1,0
OB06653,A3,0.02,0
OB03280,A2,0.01,0
OB12432,B2,0.06,0
OB14975,C1,0.16,0
OB00042,A1,0.005,0
OB09452,B1,0.035,0
OB10473,B2,0.06,0
OB05206,A3,0.02,0
OB15998,C3,0.38,1
OB14609,C1,0.16,1
OB11039,B2,0.06,0
OB11123,B2,0.06,0
OB16016,C3,0.38,0
OB03665,A2,0.01,0
OB07336,B1,0.035,0
OB08044,B1,0.035,0
OB04973,A3,0.02,0
OB02384,A2,0.01,0
OB01392,A1,0.005,0
OB07128,A3,0.02,0
OB04150,A2,0.01,0
OB07731,B1,0.035,0
OB14736,C1,0.16,0
OB08580,B1,0.035,0
OB05433,A3,0.02,0
OB01864,A2,0.01,0
OB01328,A1,0.005,0
OB13884,B3,0.1,0
OB12669,B2,0.06,0
OB05352,A3,0.02,0
OB14508,C1,0.16,0
OB00498,A1,0.005,0
OB01802,A2,0.01,0
OB12433,B2,0.06,0
OB10148,B1,0.035,0
OB08973,B1,0.035,0
OB15318,C1,0.16,0
OB06101,A3,0.02,0
OB07988,B1,0.035,0
OB07552,B1,0.035,0
OB10788,B2,0.06,0
OB08940,B1,0.035,0
OB08957,B1,0.035,0
OB14819,C1,0.16,0
OB04156,A2,0.01,0
OB13224,B3,0.1,0
OB05600,A3,0.02,0
OB14932,C1,0.16,0
OB12455,B2,0.06,0
OB05958,A3,0.02,0
OB00766,A1,0.005,0
OB06579,A3,0.02,0
OB05022,A3,0.02,0
OB06717,A3,0.02,0
OB15802,C2,0.25,1
OB09463,B1,0.035,0
OB15126,C1,0.16,0
OB15730,C2,0.25,0
OB03700,A2,0.01,0
OB14062,B3,0.1,0
OB10896,B2,0.06,0
OB01275,A1,0.005,0
OB13899,B3,0.1,0
OB08344,B1,0.035,0
OB01033,A1,0.005,0
OB02509,A2,0.01,0
OB01443,A1,0.005,0
OB13422,B3,0.1,0
OB08539,B1,0.035,0
OB03469,A2,0.01,0
OB10371,B1,0.035,0
OB02631,A2,0.01,0
OB09863,B1,0.035,0
OB15721,C2,0.25,0
OB11877,B2,0.06,1
OB11500,B2,0.06,0
OB08899,B1,0.035,0
OB15732,C2,0.25,0
OB12331,B2,0.06,0
OB04993,A3,0.02,0
OB03435,A2,0.01,0
OB14827,C1,0.16,0
OB14648,C1,0.16,1
OB11863,B2,0.06,0
OB01401,A1,0.005,0
OB06984,A3,0.02,0
OB03160,A2,0.01,0
OB04687,A3,0.02,0
OB02241,A2,0.01,0
OB00489,A1,0.005,0
OB05599,A3,0.02,0
OB04184,A2,0.01,0
OB00522,A1,0.005,0
OB15407,C2,0.25,0
OB12750,B2,0.06,0
OB13488,B3,0.1,0
OB12875,B2,0.06,0
OB04596,A3,0.02,0
OB15390,C1,0.16,0
OB13040,B3,0.1,0
OB09394,B1,0.035,0
OB11671,B2,0.06,0
OB06232,A3,0.02,0
OB09468,B1,0.035,0
OB08777,B1,0.035,0
OB15577,C2,0.25,1
OB09702,B1,0.035,0
OB11817,B2,0.06,0
OB03467,A2,0.01,0
OB02225,A2,0.01,0
OB06832,A3,0.02,0
OB14274,B3,0.1,0
OB13751,B3,0.1,0
OB09335,B1,0.035,0
OB12580,B2,0.06,0
OB08203,B1,0.035,0
OB11703,B2,0.06,0
OB11711,B2,0.06,0
OB07042,A3,0.02,0
OB09851,B1,0.035,0
OB05088,A3,0.02,0
OB02965,A2,0.01,0
OB07629,B1,0.035,0
OB11199,B2,0.06,0
OB01182,A1,0.005,0
OB06393,A3,0.02,0
OB06982,A3,0.02,0
OB10864,B2,0.06,0
OB05942,A3,0.02,0
OB11462,B2,0.06,1
OB10292,B1,0.035,0
OB11986,B2,0.06,0
OB04666,A3,0.02,0
OB04634,A3,0.02,0
OB13121,B3,0.1,0
OB14843,C1,0.16,1
OB07284,B1,0.035,0
OB03574,A2,0.01,0
OB11406,B2,0.06,0
OB12050,B2,0.06,0
OB03367,A2,0.01,0
OB04071,A2,0.01,0
OB02277,A2,0.01,0
OB07818,B1,0.035,0
OB09601,B1,0.035,0
OB15727,C2,0.25,0
OB14478,B3,0.1,0
OB10689,B2,0.06,0
OB01668,A1,0.005,0
OB03388,A2,0.01,0
OB11103,B2,0.06,0
OB15138,C1,0.16,0
OB09840,B1,0.035,0
OB06798,A3,0.02,0
OB04673,A3,0.02,0
OB13604,B3,0.1,0
OB08116,B1,0.035,0
OB07198,A3,0.02,0
OB07882,B1,0.035,0
OB14464,B3,0.1,0
OB00689,A1,0.005,0
OB07582,B1,0.035,0
OB03356,A2,0.01,0
OB15500,C2,0.25,0
OB03674,A2,0.01,0
OB14876,C1,0.16,0
OB05935,A3,0.02,0
OB13418,B3,0.1,1
OB05742,A3,0.02,0
OB01678,A1,0.005,0
OB09342,B1,0.035,0
OB04006,A2,0.01,0
OB12211,B2,0.06,0
OB12928,B2,0.06,0
OB13800,B3,0.1,0
OB01494,A1,0.005,0
OB13451,B3,0.1,1
OB06211,A3,0.02,1
OB01324,A1,0.005,0
OB13304,B3,0.1,1
OB09083,B1,0.035,0
OB13306,B3,0.1,1
OB08361,B1,0.035,0
OB11139,B2,0.06,0
OB09021,B1,0.035,1
OB11386,B2,0.06,0
OB07245,B1,0.035,0
OB10280,B1,0.035,0
OB00918,A1,0.005,0
OB15706,C2,0.25,1
OB15265,C1,0.16,1
OB04609,A3,0.02,0
OB06872,A3,0.02,0
OB03542,A2,0.01,0
OB03540,A2,0.01,0
OB07395,B1,0.035,0
OB08019,B1,0.035,0
OB10302,B1,0.035,0
OB03890,A2,0.01,0
OB00708,A1,0.005,0
OB13010,B3,0.1,0
OB00584,A1,0.005,0
OB05576,A3,0.02,0
OB02634,A2,0.01,0
OB04005,A2,0.01,0
OB13256,B3,0.1,1
OB15039,C1,0.16,0
OB15346,C1,0.16,1
OB00391,A1,0.005,0
OB14400,B3,0.1,0
OB15719,C2,0.25,0
OB13710,B3,0.1,0
OB05663,A3,0.02,0
OB14748,C1,0.16,0
